accuracy,loss,val_accuracy,val_loss,learning_rate
0.7495118975639343,0.7570693492889404,0.9387910962104797,0.15193377435207367,0.0010000000474974513
0.941603422164917,0.18360799551010132,0.9808026552200317,0.0669555738568306,0.0010000000474974513
0.9643331170082092,0.1190374493598938,0.9834457635879517,0.05525926500558853,0.0010000000474974513
0.9709805846214294,0.09613458812236786,0.9879668951034546,0.04480850324034691,0.0010000000474974513
0.974438488483429,0.08429492264986038,0.9872018098831177,0.04401877522468567,0.0010000000474974513
0.9772107601165771,0.07755851000547409,0.9894971251487732,0.03908107429742813,0.0010000000474974513
0.9802811145782471,0.06733116507530212,0.9901926517486572,0.03431812301278114,0.0010000000474974513
0.9822932481765747,0.060406722128391266,0.9910273551940918,0.034101489931344986,0.0010000000474974513
0.9829341173171997,0.05825471878051758,0.9923489093780518,0.027134960517287254,0.0010000000474974513
0.9845587611198425,0.053893908858299255,0.99290531873703,0.028374016284942627,0.0010000000474974513
0.9855871796607971,0.04935746267437935,0.9932531118392944,0.02558496594429016,0.0010000000474974513
0.9864814281463623,0.047265540808439255,0.991653323173523,0.029803426936268806,0.0010000000474974513
0.9874353408813477,0.0437149740755558,0.9921402335166931,0.028223654255270958,0.0010000000474974513
0.9879271984100342,0.04197067394852638,0.99290531873703,0.030316529795527458,0.0010000000474974513
0.9884786605834961,0.04053754732012749,0.9926270842552185,0.0304768867790699,0.0010000000474974513
0.9890450835227966,0.03951839357614517,0.992209792137146,0.030496995896100998,0.0010000000474974513
0.9929649829864502,0.02559862844645977,0.9944355487823486,0.02049831487238407,0.00020000000949949026
0.9939934015274048,0.019668197259306908,0.9947137832641602,0.020603403449058533,0.00020000000949949026
0.9944852590560913,0.019264498725533485,0.9948529005050659,0.021146832033991814,0.00020000000949949026
0.9949175119400024,0.01751745492219925,0.9950615763664246,0.01971687376499176,0.00020000000949949026
0.9954838752746582,0.01544214691966772,0.9949224591255188,0.021570075303316116,0.00020000000949949026
0.9943660497665405,0.01809595711529255,0.9949920177459717,0.02094615250825882,0.00020000000949949026
0.9952006936073303,0.016417285427451134,0.9952006936073303,0.02151009626686573,0.00020000000949949026
0.9957670569419861,0.014337033033370972,0.9952702522277832,0.021976260468363762,0.00020000000949949026
0.9960353374481201,0.013604464009404182,0.9949224591255188,0.023022718727588654,0.00020000000949949026
0.9959757328033447,0.013992772437632084,0.9953397512435913,0.02012735977768898,0.00020000000949949026
0.9960800409317017,0.013483921065926552,0.99554842710495,0.021774889901280403,0.00020000000949949026
0.996318519115448,0.012127540074288845,0.9958962202072144,0.02248639054596424,0.00020000000949949026
0.9962738156318665,0.012236426584422588,0.9952006936073303,0.02294768951833248,0.00020000000949949026
0.996124804019928,0.013311518356204033,0.9954093098640442,0.021618712693452835,0.00020000000949949026
0.9963483810424805,0.01228205393999815,0.99554842710495,0.02089153602719307,0.00020000000949949026
0.9965420961380005,0.011977395042777061,0.9958962202072144,0.02115497924387455,0.00020000000949949026
0.996586799621582,0.011280396021902561,0.9958962202072144,0.019782835617661476,0.00020000000949949026
0.996765673160553,0.010296338237822056,0.9958266615867615,0.020263029262423515,4.0000002627493814e-05
0.9975109100341797,0.008760238066315651,0.9958266615867615,0.019912349060177803,4.0000002627493814e-05
0.9973171353340149,0.009131241589784622,0.996104896068573,0.019574174657464027,4.0000002627493814e-05
0.9974066019058228,0.00897087063640356,0.9958266615867615,0.020998606458306313,4.0000002627493814e-05
0.9973320364952087,0.009228176437318325,0.9956179857254028,0.021366924047470093,4.0000002627493814e-05
0.9974364042282104,0.008238728158175945,0.9961744546890259,0.021077033132314682,4.0000002627493814e-05
0.9973320364952087,0.008670813404023647,0.996104896068573,0.02063176780939102,4.0000002627493814e-05
0.997481107711792,0.008558240719139576,0.9959657788276672,0.02003580331802368,4.0000002627493814e-05
0.9971830248832703,0.008861098438501358,0.9961744546890259,0.020096629858016968,8.000000889296643e-06
0.9976599812507629,0.00785561092197895,0.996104896068573,0.020161116495728493,8.000000889296643e-06
0.9978835582733154,0.007425589486956596,0.9963135719299316,0.01998073048889637,8.000000889296643e-06
0.9975705146789551,0.00825643539428711,0.9963135719299316,0.020116625353693962,8.000000889296643e-06
0.9978387951850891,0.007606665603816509,0.9962440133094788,0.020357077941298485,8.000000889296643e-06
0.9978089928627014,0.007711156737059355,0.9963831305503845,0.0205374788492918,8.000000889296643e-06
0.9977344870567322,0.007909325882792473,0.996104896068573,0.020779432728886604,8.000000889296643e-06
0.9976152777671814,0.008499451912939548,0.9963135719299316,0.020549070090055466,8.000000889296643e-06
0.9976599812507629,0.008079647086560726,0.9963135719299316,0.020607521757483482,1.6000001323845936e-06
