accuracy,loss,val_accuracy,val_loss,learning_rate
0.8512810468673706,0.4847126007080078,0.9711344242095947,0.09790258854627609,0.0010000000474974513
0.965808629989624,0.1237102672457695,0.9801071286201477,0.066266730427742,0.0010000000474974513
0.9712637662887573,0.09965328127145767,0.9833066463470459,0.053299516439437866,0.0010000000474974513
0.976957380771637,0.082272008061409,0.9874104261398315,0.05071248114109039,0.0010000000474974513
0.9792377948760986,0.07383570075035095,0.9892188906669617,0.03855213150382042,0.0010000000474974513
0.9810114502906799,0.069363072514534,0.9881060123443604,0.04077313840389252,0.0010000000474974513
0.9819355010986328,0.06652391701936722,0.9885928630828857,0.038579653948545456,0.0010000000474974513
0.9847226738929749,0.05691824480891228,0.9886624217033386,0.038622718304395676,0.0010000000474974513
0.9857212901115417,0.053036171942949295,0.990888237953186,0.03130558505654335,0.0010000000474974513
0.9865112900733948,0.05104447901248932,0.9919315576553345,0.029653172940015793,0.0010000000474974513
0.9868242740631104,0.047446396201848984,0.9926966428756714,0.0273717250674963,0.0010000000474974513
0.9878079891204834,0.0435769185423851,0.9899144172668457,0.038949154317379,0.0010000000474974513
0.98740553855896,0.04511312395334244,0.9919315576553345,0.030745936557650566,0.0010000000474974513
0.9884190559387207,0.04209820181131363,0.9915837645530701,0.029682926833629608,0.0010000000474974513
0.9901629090309143,0.03590170666575432,0.9928357601165771,0.03271738439798355,0.0010000000474974513
0.9891791939735413,0.04105990380048752,0.9913750886917114,0.03460552915930748,0.0010000000474974513
0.9895369410514832,0.039250314235687256,0.990888237953186,0.03711327537894249,0.0010000000474974513
0.991087019443512,0.03203035891056061,0.9926966428756714,0.027894912287592888,0.0010000000474974513
0.9901778101921082,0.03597113862633705,0.9931139945983887,0.02730749361217022,0.0010000000474974513
0.9914596080780029,0.032789334654808044,0.9944355487823486,0.0230725035071373,0.0010000000474974513
0.9917427897453308,0.0321371927857399,0.9939486384391785,0.02332870289683342,0.0010000000474974513
0.9918918609619141,0.030986657366156578,0.993531346321106,0.031397778540849686,0.0010000000474974513
0.9918769598007202,0.03187529742717743,0.9947137832641602,0.02439151145517826,0.0010000000474974513
0.9929202795028687,0.026474179700016975,0.9945051074028015,0.02755644917488098,0.0010000000474974513
0.9925923943519592,0.027422189712524414,0.9930444359779358,0.02838233672082424,0.0010000000474974513
0.9927414059638977,0.029720978811383247,0.9949920177459717,0.02370918169617653,0.0010000000474974513
0.993158757686615,0.026744935661554337,0.99422687292099,0.026257488876581192,0.0010000000474974513
0.9925774931907654,0.027552548795938492,0.9945051074028015,0.02644416317343712,0.0010000000474974513
0.9933674335479736,0.02641395293176174,0.9948529005050659,0.02494356967508793,0.0010000000474974513
0.9933077692985535,0.02544913813471794,0.9937400221824646,0.028168799355626106,0.0010000000474974513
0.99379962682724,0.023483064025640488,0.9949224591255188,0.022690946236252785,0.0010000000474974513
0.9958416223526001,0.014864569529891014,0.9956179857254028,0.024376271292567253,0.00020000000949949026
0.9961397051811218,0.012963761575520039,0.9957571029663086,0.023957254365086555,0.00020000000949949026
0.9967805743217468,0.011226805858314037,0.9963831305503845,0.02362932823598385,0.00020000000949949026
0.9971532225608826,0.010488873347640038,0.996104896068573,0.024835694581270218,0.00020000000949949026
0.9968551397323608,0.010184947401285172,0.9963831305503845,0.023872915655374527,0.00020000000949949026
0.9974066019058228,0.009447373449802399,0.996104896068573,0.022988606244325638,0.00020000000949949026
0.997212827205658,0.009589240886271,0.9960353374481201,0.024800462648272514,0.00020000000949949026
0.9980176687240601,0.007247211877256632,0.9960353374481201,0.025407398119568825,0.00020000000949949026
0.9977940917015076,0.007529953960329294,0.9958962202072144,0.025731869041919708,4.0000002627493814e-05
0.9976152777671814,0.00829077698290348,0.9958962202072144,0.025832222774624825,4.0000002627493814e-05
0.9979878664016724,0.006950888782739639,0.9959657788276672,0.02631315588951111,4.0000002627493814e-05
0.9980176687240601,0.00709786731749773,0.9958962202072144,0.02640639804303646,4.0000002627493814e-05
0.9979878664016724,0.006836199201643467,0.9960353374481201,0.02566886879503727,4.0000002627493814e-05
0.9978835582733154,0.007392644416540861,0.9959657788276672,0.025764457881450653,8.000000889296643e-06
0.9982263445854187,0.00649007735773921,0.9959657788276672,0.025764601305127144,8.000000889296643e-06
0.9981369376182556,0.006958902347832918,0.9960353374481201,0.02573118731379509,8.000000889296643e-06
0.9981369376182556,0.006816021632403135,0.9959657788276672,0.025722883641719818,8.000000889296643e-06
0.9982263445854187,0.006234014872461557,0.9958962202072144,0.025941111147403717,8.000000889296643e-06
0.998196542263031,0.006781797390431166,0.9958962202072144,0.025766409933567047,1.6000001323845936e-06
